	offermade	qty	names	selling_items	buying_items	selling_items_quantity	buying_items_quantity
312	2018-01-14 07:39:00	1	VitorVS	['2990']	['8857', '8863']	['×1']	['×1', '×1']
313	2018-01-14 07:39:00	1	Orterrr	['2593']	['2592']	['×3']	['×1']
314	2018-01-14 07:39:00	1	Orterrr	['2866']	['2592']	['×1']	['×1']
315	2018-01-14 07:39:00	1	Orterrr	['303']	['2592']	['×1']	['×4']
316	2018-01-14 07:39:00	1	Orterrr	['32695']	['2793']	['×1']	['×3']
317	2018-01-14 07:38:40	1	EinhornSex	['2794']	['2793']	['×5']	['×2']
318	2018-01-14 07:38:40	1	EinhornSex	['2794']	['2591']	['×1']	['×6']
319	2018-01-14 07:37:49	3	ZHuzzy	['2806']	['2793']	['×1']	['×1']
320	2018-01-14 07:37:49	3	ZHuzzy	['2706']	['2592']	['×1']	['×1']
321	2018-01-14 07:37:49	2	ZHuzzy	['2707']	['2592']	['×1']	['×2']
322	2018-01-14 07:37:49	1	ZHuzzy	['2812']	['2793']	['×1']	['×1']
323	2018-01-14 07:37:14	1	IShadowerI	['3237']	['2592']	['×1']	['×1']
324	2018-01-14 07:37:14	1	IShadowerI	['3249']	['2592']	['×1']	['×1']
325	2018-01-14 07:37:14	1	IShadowerI	['2591']	['3253']	['×1']	['×1']
326	2018-01-14 07:37:14	1	IShadowerI	['2591']	['3241']	['×1']	['×1']
327	2018-01-14 07:37:14	1	IShadowerI	['2592']	['3253']	['×4']	['×4']
328	2018-01-14 07:37:14	1	IShadowerI	['2592']	['3241']	['×4']	['×4']
329	2018-01-14 07:35:39	1	Flyks	['1826']	['2592']	['×1']	['×3']
330	2018-01-14 07:35:39	1	Flyks	['2793']	['2592']	['×1']	['×8']
331	2018-01-14 07:34:00	8	Mordredhc	['2794']	['29769']	['×2']	['×1']
332	2018-01-14 07:34:00	8	Mordredhc	['5407']	['2793']	['×1']	['×7']
333	2018-01-14 07:34:00	8	Mordredhc	['2985']	['2793']	['×1']	['×6']
334	2018-01-14 07:34:00	8	Mordredhc	['8617']	['2793', '2990']	['×1']	['×2', '×1']
335	2018-01-14 07:34:00	8	Mordredhc	['5407']	['2985']	['×1']	['×2']
336	2018-01-14 07:34:00	8	Mordredhc	['5407']	['2793', '2990']	['×1']	['×2', '×1']
337	2018-01-14 07:34:00	8	Mordredhc	['8617']	['2985']	['×1']	['×2']
338	2018-01-14 07:34:00	8	Mordredhc	['5407']	['2793', '2985']	['×1']	['×3', '×1']
339	2018-01-14 07:34:00	8	Mordredhc	['8617']	['2793', '2985']	['×1']	['×3', '×1']
340	2018-01-14 07:34:00	8	Mordredhc	['8617']	['2793']	['×1']	['×7']
341	2018-01-14 07:34:00	8	Mordredhc	['2794']	['29772']	['×2']	['×1']
342	2018-01-14 07:34:00	8	Mordredhc	['8831']	['2793', '2985']	['×1']	['×1', '×2']
343	2018-01-14 07:34:00	8	Mordredhc	['8831']	['2793', '2990']	['×1']	['×3', '×1']
344	2018-01-14 07:34:00	8	Mordredhc	['8830']	['2793']	['×1']	['×7']
345	2018-01-14 07:34:00	8	Mordredhc	['8831']	['2793']	['×1']	['×7']
346	2018-01-14 07:34:00	8	Mordredhc	['8831']	['2793', '8830']	['×1']	['×2', '×1']
347	2018-01-14 07:34:00	8	Mordredhc	['8830']	['2793', '2985']	['×1']	['×1', '×2']
348	2018-01-14 07:34:00	8	Mordredhc	['8830']	['2793', '2990']	['×1']	['×3', '×1']
349	2018-01-14 07:34:00	8	Mordredhc	['8830']	['2793', '8831']	['×1']	['×2', '×1']
350	2018-01-14 07:34:00	8	Mordredhc	['29826']	['2985']	['×1']	['×2']
351	2018-01-14 07:34:00	8	Mordredhc	['29826']	['2793', '2985']	['×1']	['×3', '×1']
352	2018-01-14 07:34:00	8	Mordredhc	['29826']	['2793', '2990']	['×1']	['×1', '×1']
353	2018-01-14 07:34:00	8	Mordredhc	['29826']	['2793']	['×1']	['×6']
354	2018-01-14 07:34:00	8	Mordredhc	['2827']	['2793']	['×1']	['×2']
355	2018-01-14 07:34:00	8	Mordredhc	['3152']	['2793']	['×1']	['×1']
356	2018-01-14 07:34:00	8	Mordredhc	['2818']	['2793']	['×1']	['×1']
357	2018-01-14 07:34:00	8	Mordredhc	['2806']	['2793']	['×1']	['×1']
358	2018-01-14 07:34:00	8	Mordredhc	['2824']	['2793']	['×1']	['×1']
359	2018-01-14 07:34:00	8	Mordredhc	['2815']	['2793']	['×1']	['×1']
360	2018-01-14 07:34:00	8	Mordredhc	['2793']	['9063']	['×5']	['×1']
361	2018-01-14 07:34:00	8	Mordredhc	['2793']	['8617']	['×3']	['×1']
362	2018-01-14 07:34:00	8	Mordredhc	['2793']	['29819']	['×5']	['×1']
363	2018-01-14 07:33:45	1	YuuRi	['3253']	['2592']	['×1']	['×1']
364	2018-01-14 07:33:45	1	YuuRi	['3225']	['2592']	['×1']	['×1']
365	2018-01-14 07:33:45	1	YuuRi	['3205']	['2592']	['×4']	['×4']
366	2018-01-14 07:33:45	1	YuuRi	['2593']	['2592']	['×6']	['×3']
367	2018-01-14 07:33:45	1	YuuRi	['3262']	['2592']	['×1']	['×3']
368	2018-01-14 07:32:14	1	Knarkhasse	['2793']	['9063']	['×6']	['×1']
369	2018-01-14 07:32:14	1	Knarkhasse	['2793']	['9075']	['×4']	['×1']
370	2018-01-14 07:32:14	1	Knarkhasse	['2793']	['29825']	['×5']	['×1']
371	2018-01-14 07:32:14	1	Knarkhasse	['2793']	['8858']	['×2']	['×1']
372	2018-01-14 07:32:14	1	Knarkhasse	['2793']	['8608']	['×6']	['×1']
373	2018-01-14 07:32:14	1	Knarkhasse	['2793']	['2794']	['×1']	['×5']
374	2018-01-14 07:32:14	1	Knarkhasse	['2793']	['29824']	['×3']	['×1']
375	2018-01-14 07:32:14	1	Knarkhasse	['2793']	['8830']	['×4']	['×1']
376	2018-01-14 07:32:14	1	Knarkhasse	['2793']	['29819']	['×4']	['×1']
377	2018-01-14 07:32:14	1	Knarkhasse	['2793']	['29832']	['×3']	['×1']
378	2018-01-14 07:32:14	1	Knarkhasse	['2793']	['29829']	['×6']	['×1']
379	2018-01-14 07:32:14	1	Knarkhasse	['2990']	['2793']	['×1']	['×7']
380	2018-01-14 07:32:14	1	Knarkhasse	['2793']	['9015']	['×2']	['×1']
381	2018-01-14 07:32:14	1	Knarkhasse	['2793']	['8815']	['×3']	['×1']
382	2018-01-14 07:32:14	1	Knarkhasse	['8608']	['2793']	['×1']	['×8']
383	2018-01-14 07:32:14	1	Knarkhasse	['2818']	['2793']	['×1']	['×1']
384	2018-01-14 07:32:14	1	Knarkhasse	['29824']	['2793']	['×1']	['×7']
385	2018-01-14 07:32:14	1	Knarkhasse	['29824']	['29819']	['×1']	['×1']
386	2018-01-14 07:32:14	1	Knarkhasse	['29825']	['2793', '2990']	['×1']	['×3', '×1']
387	2018-01-14 07:32:14	1	Knarkhasse	['29825']	['2793']	['×1']	['×8']
388	2018-01-14 07:32:14	1	Knarkhasse	['8783']	['2793']	['×1']	['×7']
389	2018-01-14 07:32:14	1	Knarkhasse	['29824']	['2793', '2990']	['×1']	['×1', '×1']
390	2018-01-14 07:32:14	1	Knarkhasse	['8783']	['2793', '2990']	['×1']	['×1', '×1']
391	2018-01-14 07:31:45	1	MYSLSwiss	['9062']	['2793']	['×1']	['×2']
392	2018-01-14 07:31:30	1	Daawin	['2990']	['2793']	['×1']	['×8']
393	2018-01-14 07:31:30	1	Daawin	['2793']	['2853']	['×1']	['×1']
394	2018-01-14 07:31:30	1	Daawin	['8336']	['2793']	['×1']	['×3']
395	2018-01-14 07:31:30	1	Daawin	['8337']	['2793']	['×1']	['×2']
396	2018-01-14 07:31:30	1	Daawin	['2760']	['2794']	['×1']	['×2']
397	2018-01-14 07:31:30	1	Daawin	['2760']	['2612']	['×1']	['×5']
398	2018-01-14 07:31:30	1	Daawin	['8618']	['2793']	['×1']	['×1']
399	2018-01-14 07:31:30	1	Daawin	['2984']	['2793']	['×1']	['×2']
400	2018-01-14 07:31:30	1	Daawin	['2986']	['2793']	['×1']	['×1']
401	2018-01-14 07:31:30	1	Daawin	['2980']	['2793']	['×1']	['×2']
402	2018-01-14 07:31:30	1	Daawin	['2979']	['2793']	['×1']	['×2']
403	2018-01-14 07:31:30	1	Daawin	['2760']	['2793']	['×1']	['×1']
404	2018-01-14 07:31:30	1	Daawin	['8341']	['2793']	['×1']	['×1']
405	2018-01-14 07:31:30	1	Daawin	['8346']	['2793']	['×1']	['×2']
406	2018-01-14 07:31:30	1	Daawin	['8334']	['2793']	['×1']	['×1']
407	2018-01-14 07:31:30	1	Daawin	['8850']	['2793']	['×1']	['×1']
408	2018-01-14 07:31:30	1	Daawin	['8343']	['2793']	['×1']	['×2']
409	2018-01-14 07:31:30	1	Daawin	['2806']	['2793']	['×1']	['×1']
410	2018-01-14 07:31:30	1	Daawin	['2982']	['2793']	['×1']	['×1']
411	2018-01-14 07:31:30	1	Daawin	['2760']	['2592']	['×1']	['×4']
412	2018-01-14 07:31:26	1	Cheez	['2728']	['2591', '2593']	['×1']	['×1', '×1']
413	2018-01-14 07:31:26	1	Cheez	['2785']	['2592']	['×1']	['×1']
414	2018-01-14 07:30:31	1	Rooffus	['2867']	['2793']	['×1']	['×1']
415	2018-01-14 07:30:31	1	Rooffus	['8336']	['2793']	['×1']	['×4']
416	2018-01-14 07:30:31	1	Rooffus	['2809']	['2793']	['×1']	['×1']
417	2018-01-14 07:30:31	1	Rooffus	['2793']	['9052']	['×8']	['×1']
418	2018-01-14 07:30:31	1	Rooffus	['8337']	['2793']	['×1']	['×2']
419	2018-01-14 07:30:31	1	Rooffus	['8340']	['2793']	['×1']	['×4']
420	2018-01-14 07:30:31	1	Rooffus	['8335']	['2793']	['×1']	['×4']
421	2018-01-14 07:30:31	1	Rooffus	['8333']	['2793']	['×1']	['×3']
422	2018-01-14 07:30:31	1	Rooffus	['29826']	['2793']	['×1']	['×8']
423	2018-01-14 07:30:31	1	Rooffus	['8342']	['2793']	['×1']	['×2']
424	2018-01-14 07:30:31	1	Rooffus	['2812']	['2793']	['×1']	['×1']
425	2018-01-14 07:29:57	1	LcePaIadin	['2793']	['2990']	['×6']	['×1']
426	2018-01-14 07:28:32	1	Ridzzzz	['2794', '2793']	['9063']	['×1', '×5']	['×1']
427	2018-01-14 07:28:32	1	Ridzzzz	['2793']	['2990']	['×6']	['×1']
428	2018-01-14 07:28:32	1	Ridzzzz	['2793']	['9052']	['×6']	['×1']
429	2018-01-14 07:28:32	1	Ridzzzz	['2824']	['2793']	['×1']	['×1']
430	2018-01-14 07:28:32	1	Ridzzzz	['2793']	['8608']	['×6']	['×1']
431	2018-01-14 07:28:32	1	Ridzzzz	['2793']	['9056']	['×6']	['×1']
432	2018-01-14 07:25:53	1	Aidious	['8336']	['2793']	['×1']	['×3']
433	2018-01-14 07:25:53	1	Aidious	['2980']	['2793']	['×1']	['×1']
434	2018-01-14 07:25:53	1	Aidious	['2793']	['2821', '8337']	['×1']	['×1', '×1']
435	2018-01-14 07:25:53	1	Aidious	['2793']	['2821', '2859']	['×1']	['×1', '×1']
436	2018-01-14 07:25:53	1	Aidious	['2794']	['8337']	['×1']	['×1']
437	2018-01-14 07:25:53	1	Aidious	['2794']	['2859']	['×1']	['×1']
438	2018-01-14 07:25:20	1	ZFW	['2793']	['3161']	['×1']	['×1']
439	2018-01-14 07:25:20	8	ZFW	['2824']	['2793']	['×1']	['×1']
440	2018-01-14 07:25:20	8	ZFW	['2812']	['2793']	['×1']	['×1']
441	2018-01-14 07:25:20	8	ZFW	['2793']	['2591']	['×1']	['×8']
442	2018-01-14 07:25:20	1	ZFW	['8615']	['2793']	['×1']	['×2']
443	2018-01-14 07:25:20	6	ZFW	['8616']	['2793']	['×1']	['×1']
444	2018-01-14 07:24:10	1	SetTier	['8615', '8616', '8618']	['2985']	['×1', '×1', '×1']	['×1']
445	2018-01-14 07:24:10	1	SetTier	['8342']	['2793']	['×1']	['×2']
446	2018-01-14 07:24:10	1	SetTier	['8333']	['2793']	['×1']	['×2']
447	2018-01-14 07:24:10	1	SetTier	['8334']	['2793']	['×1']	['×1']
448	2018-01-14 08:22:53	1	Critles	['8608']	['2793']	['×1']	['×7']
449	2018-01-14 08:22:39	1	FakiDied	['2990']	['8608']	['×1']	['×1']
450	2018-01-14 08:22:39	1	FakiDied	['2990']	['2793']	['×1']	['×7']
451	2018-01-14 08:22:31	1	Lsothea	['1826']	['2591']	['×1']	['×2']
452	2018-01-14 08:22:31	1	Lsothea	['2591']	['2704']	['×3']	['×1']
453	2018-01-14 08:22:31	1	Lsothea	['2696']	['2741']	['×1']	['×1']
454	2018-01-14 08:22:19	1	Pikachutim	['2866']	['2592']	['×1']	['×1']
455	2018-01-14 08:22:19	1	Pikachutim	['2700']	['2592']	['×1']	['×1']
456	2018-01-14 08:22:11	1	Flattered	['2793', '2827']	['9015']	['×2', '×2']	['×1']
457	2018-01-14 08:22:02	1	QuigQuig	['2793']	['9063']	['×6']	['×1']
458	2018-01-14 08:22:02	1	QuigQuig	['2793']	['9060']	['×6']	['×1']
459	2018-01-14 08:21:28	1	Deklum	['2793', '29826']	['29823']	['×1', '×1']	['×1']
460	2018-01-14 08:21:28	1	Deklum	['2827']	['2793']	['×1']	['×2']
461	2018-01-14 08:21:28	1	Deklum	['2815']	['2793']	['×1']	['×1']
462	2018-01-14 08:21:28	1	Deklum	['2981']	['2793']	['×1']	['×1']
463	2018-01-14 08:21:28	1	Deklum	['2812']	['2793']	['×1']	['×1']
464	2018-01-14 08:21:28	1	Deklum	['8341']	['2794']	['×1']	['×1']
465	2018-01-14 08:21:28	1	Deklum	['8340']	['2793']	['×1']	['×4']
466	2018-01-14 08:21:28	1	Deklum	['8335']	['8345']	['×1']	['×1']
467	2018-01-14 08:21:18	1	Shiffer	['2793']	['29819']	['×6']	['×1']
468	2018-01-14 08:21:05	1	LHung	['2593']	['2793']	['×8']	['×1']
469	2018-01-14 08:21:05	1	LHung	['2592']	['2793']	['×6']	['×1']
470	2018-01-14 08:19:53	1	Wooph	['2815']	['2793']	['×1']	['×1']
471	2018-01-14 08:19:53	1	Wooph	['9084']	['2592']	['×1']	['×1']
472	2018-01-14 08:19:53	1	Wooph	['2742']	['2592']	['×1']	['×1']
473	2018-01-14 08:19:53	1	Wooph	['2735']	['2592']	['×1']	['×1']
474	2018-01-14 08:19:53	1	Wooph	['2631']	['2592']	['×1']	['×2']
475	2018-01-14 08:19:53	1	Wooph	['2698']	['2592']	['×1']	['×2']
476	2018-01-14 08:19:53	1	Wooph	['2806']	['2793']	['×1']	['×1']
477	2018-01-14 08:19:53	2	Wooph	['9086']	['2592']	['×1']	['×1']
478	2018-01-14 08:19:41	3	NoobyBooty	['2809']	['2794']	['×1']	['×1']
479	2018-01-14 08:18:55	1	Piyanist	['2990']	['2793']	['×1']	['×7']
480	2018-01-14 08:18:55	1	Piyanist	['2857']	['2793']	['×1']	['×2']
481	2018-01-14 08:18:54	1	Masterforu	['2793']	['2815', '2809']	['×1']	['×1', '×1']
482	2018-01-14 08:18:54	1	Masterforu	['2793']	['2824', '2821']	['×1']	['×1', '×1']
483	2018-01-14 08:18:16	1	Reveszl	['2667']	['2592']	['×1']	['×1']
484	2018-01-14 08:18:01	1	Kageboshi	['2793']	['9052']	['×6']	['×1']
485	2018-01-14 08:18:01	1	Kageboshi	['2793']	['8863']	['×3']	['×1']
486	2018-01-14 08:18:01	1	Kageboshi	['2793']	['8608']	['×6']	['×1']
487	2018-01-14 08:18:01	1	Kageboshi	['29826']	['9063', '9052']	['×8']	['×2', '×2']
488	2018-01-14 08:18:01	1	Kageboshi	['8608']	['2793']	['×1']	['×8']
489	2018-01-14 08:18:01	1	Kageboshi	['2990']	['2793']	['×1']	['×8']
490	2018-01-14 08:18:01	1	Kageboshi	['2736']	['2990']	['×1']	['×2']
491	2018-01-14 08:18:01	1	Kageboshi	['8609']	['2793']	['×1']	['×2']
492	2018-01-14 08:18:01	1	Kageboshi	['2793']	['8335']	['×2']	['×1']
493	2018-01-14 08:18:01	1	Kageboshi	['2793']	['2857']	['×2']	['×1']
494	2018-01-14 08:17:18	1	TWittySeal	['2815']	['2793']	['×1']	['×1']
495	2018-01-14 08:17:18	1	TWittySeal	['2709']	['2612']	['×1']	['×1']
496	2018-01-14 08:17:18	1	TWittySeal	['2631']	['2592']	['×1']	['×1']
497	2018-01-14 08:17:18	1	TWittySeal	['9085']	['2592']	['×1']	['×1']
498	2018-01-14 08:17:18	1	TWittySeal	['2698']	['2592']	['×1']	['×1']
499	2018-01-14 08:17:18	1	TWittySeal	['3857']	['2592']	['×1']	['×1']
500	2018-01-14 08:17:18	1	TWittySeal	['2722']	['2592']	['×1']	['×1']
501	2018-01-14 08:17:18	1	TWittySeal	['9084']	['2592']	['×1']	['×1']
502	2018-01-14 08:17:18	1	TWittySeal	['2707']	['2592']	['×1']	['×2']
503	2018-01-14 08:17:18	1	TWittySeal	['2706']	['2592']	['×1']	['×1']
504	2018-01-14 08:17:18	1	TWittySeal	['9086']	['2592']	['×1']	['×1']
505	2018-01-14 08:16:48	1	Nezza	['2990']	['2793', '9060']	['×1']	['×2', '×1']
506	2018-01-14 08:16:48	1	Nezza	['2990']	['2985']	['×1']	['×3']
507	2018-01-14 08:16:48	1	Nezza	['2990']	['8617', '2985']	['×1']	['×1', '×1']
508	2018-01-14 08:16:48	1	Nezza	['9052']	['8617', '2985']	['×1']	['×1', '×1']
509	2018-01-14 08:16:48	1	Nezza	['2990']	['2793', '9063']	['×1']	['×2', '×1']
510	2018-01-14 08:16:48	1	Nezza	['2794']	['3250']	['×1']	['×1']
511	2018-01-14 08:16:48	1	Nezza	['9052']	['2985']	['×1']	['×2']
512	2018-01-14 08:16:48	1	Nezza	['2985']	['9063']	['×1']	['×1']
513	2018-01-14 08:16:48	1	Nezza	['2985']	['9060']	['×1']	['×1']
514	2018-01-14 08:16:48	1	Nezza	['2985']	['9052']	['×1']	['×1']
515	2018-01-14 08:16:48	1	Nezza	['9060']	['2793', '2990']	['×1']	['×1', '×1']
516	2018-01-14 08:16:48	1	Nezza	['9060']	['2793', '9052']	['×1']	['×1', '×1']
517	2018-01-14 08:16:48	1	Nezza	['9060']	['2985']	['×1']	['×2']
518	2018-01-14 08:16:48	1	Nezza	['9052']	['2793', '2990']	['×1']	['×2', '×1']
519	2018-01-14 08:16:42	6	SparkyMKII	['2592']	['2613']	['×1']	['×2']
520	2018-01-14 08:16:18	1	SpeedyVW	['3312']	['2793']	['×1']	['×1']
521	2018-01-14 08:16:18	1	SpeedyVW	['2593']	['2592']	['×16']	['×7']
522	2018-01-14 08:16:18	1	SpeedyVW	['3170']	['2793']	['×1']	['×2']
523	2018-01-14 08:16:18	2	SpeedyVW	['3118']	['2793']	['×1']	['×1']
524	2018-01-14 08:16:18	1	SpeedyVW	['8852']	['2793']	['×1']	['×1']
525	2018-01-14 08:16:08	1	BIFpop	['2793']	['9011']	['×4']	['×1']
526	2018-01-14 08:15:40	2	ZXsiLenTXz	['2793']	['2591']	['×1']	['×8']
527	2018-01-14 08:15:31	1	Playerrras	['8339']	['2793']	['×1']	['×3']
528	2018-01-14 08:14:02	1	Raulochoa	['2793', '2990']	['29829']	['×3', '×1']	['×1']
529	2018-01-14 08:14:02	1	Raulochoa	['8618']	['2793']	['×1']	['×1']
530	2018-01-14 08:13:33	2	MarioGold	['2793']	['2592', '2636']	['×1']	['×6', '×1']
531	2018-01-14 08:13:31	1	IGetDaBag	['3152']	['2818']	['×1']	['×1']
532	2018-01-14 08:13:31	1	IGetDaBag	['2613']	['2612']	['×1']	['×1']
533	2018-01-14 08:13:31	1	IGetDaBag	['9069']	['2612']	['×1']	['×2']
534	2018-01-14 08:13:31	1	IGetDaBag	['2592']	['2612']	['×1']	['×2']
535	2018-01-14 08:13:31	1	IGetDaBag	['2591']	['2612']	['×1']	['×2']
536	2018-01-14 08:13:10	1	Voldemort	['2990']	['2793']	['×1']	['×7']
537	2018-01-14 08:12:56	1	Bafad	['2857']	['2854']	['×1']	['×1']
538	2018-01-14 08:12:56	1	Bafad	['2981']	['2793']	['×2']	['×1']
539	2018-01-14 08:12:56	1	Bafad	['2793']	['2854']	['×3']	['×1']
540	2018-01-14 08:12:56	1	Bafad	['2812']	['2794', '2793']	['×2']	['×1', '×1']
541	2018-01-14 08:12:56	1	Bafad	['2812']	['2793']	['×1']	['×1']
542	2018-01-14 08:12:56	4	Bafad	['8334']	['2794']	['×1']	['×2']
543	2018-01-14 08:12:56	1	Bafad	['8341']	['2793']	['×2']	['×1']
544	2018-01-14 08:12:56	1	Bafad	['8338']	['2794', '2793']	['×1']	['×1', '×1']
545	2018-01-14 08:12:56	3	Bafad	['8346']	['2793']	['×1']	['×1']
546	2018-01-14 08:12:56	1	Bafad	['3152']	['2793']	['×3']	['×1']
547	2018-01-14 08:12:15	1	Parcheesi	['9019']	['2793']	['×1']	['×2']
548	2018-01-14 08:22:53	1	Critles	['8608']	['2793']	['×1']	['×7']
549	2018-01-14 08:22:39	1	FakiDied	['2990']	['8608']	['×1']	['×1']
550	2018-01-14 08:22:39	1	FakiDied	['2990']	['2793']	['×1']	['×7']
551	2018-01-14 08:22:31	1	Lsothea	['1826']	['2591']	['×1']	['×2']
552	2018-01-14 08:22:31	1	Lsothea	['2591']	['2704']	['×3']	['×1']
553	2018-01-14 08:22:31	1	Lsothea	['2696']	['2741']	['×1']	['×1']
554	2018-01-14 08:22:19	1	Pikachutim	['2866']	['2592']	['×1']	['×1']
555	2018-01-14 08:22:19	1	Pikachutim	['2700']	['2592']	['×1']	['×1']
556	2018-01-14 08:22:11	1	Flattered	['2793', '2827']	['9015']	['×2', '×2']	['×1']
557	2018-01-14 08:22:02	1	QuigQuig	['2793']	['9063']	['×6']	['×1']
558	2018-01-14 08:22:02	1	QuigQuig	['2793']	['9060']	['×6']	['×1']
559	2018-01-14 08:21:28	1	Deklum	['2793', '29826']	['29823']	['×1', '×1']	['×1']
560	2018-01-14 08:21:28	1	Deklum	['2827']	['2793']	['×1']	['×2']
561	2018-01-14 08:21:28	1	Deklum	['2815']	['2793']	['×1']	['×1']
562	2018-01-14 08:21:28	1	Deklum	['2981']	['2793']	['×1']	['×1']
563	2018-01-14 08:21:28	1	Deklum	['2812']	['2793']	['×1']	['×1']
564	2018-01-14 08:21:28	1	Deklum	['8341']	['2794']	['×1']	['×1']
565	2018-01-14 08:21:28	1	Deklum	['8340']	['2793']	['×1']	['×4']
566	2018-01-14 08:21:28	1	Deklum	['8335']	['8345']	['×1']	['×1']
567	2018-01-14 08:21:18	1	Shiffer	['2793']	['29819']	['×6']	['×1']
568	2018-01-14 08:21:05	1	LHung	['2593']	['2793']	['×8']	['×1']
569	2018-01-14 08:21:05	1	LHung	['2592']	['2793']	['×6']	['×1']
570	2018-01-14 08:19:53	1	Wooph	['2815']	['2793']	['×1']	['×1']
571	2018-01-14 08:19:53	1	Wooph	['9084']	['2592']	['×1']	['×1']
572	2018-01-14 08:19:53	1	Wooph	['2742']	['2592']	['×1']	['×1']
573	2018-01-14 08:19:53	1	Wooph	['2735']	['2592']	['×1']	['×1']
574	2018-01-14 08:19:53	1	Wooph	['2631']	['2592']	['×1']	['×2']
575	2018-01-14 08:19:53	1	Wooph	['2698']	['2592']	['×1']	['×2']
576	2018-01-14 08:19:53	1	Wooph	['2806']	['2793']	['×1']	['×1']
577	2018-01-14 08:19:53	2	Wooph	['9086']	['2592']	['×1']	['×1']
578	2018-01-14 08:19:41	3	NoobyBooty	['2809']	['2794']	['×1']	['×1']
579	2018-01-14 08:18:55	1	Piyanist	['2990']	['2793']	['×1']	['×7']
580	2018-01-14 08:18:55	1	Piyanist	['2857']	['2793']	['×1']	['×2']
581	2018-01-14 08:18:54	1	Masterforu	['2793']	['2815', '2809']	['×1']	['×1', '×1']
582	2018-01-14 08:18:54	1	Masterforu	['2793']	['2824', '2821']	['×1']	['×1', '×1']
583	2018-01-14 08:18:16	1	Reveszl	['2667']	['2592']	['×1']	['×1']
584	2018-01-14 08:18:01	1	Kageboshi	['2793']	['9052']	['×6']	['×1']
585	2018-01-14 08:18:01	1	Kageboshi	['2793']	['8863']	['×3']	['×1']
586	2018-01-14 08:18:01	1	Kageboshi	['2793']	['8608']	['×6']	['×1']
587	2018-01-14 08:18:01	1	Kageboshi	['29826']	['9063', '9052']	['×8']	['×2', '×2']
588	2018-01-14 08:18:01	1	Kageboshi	['8608']	['2793']	['×1']	['×8']
589	2018-01-14 08:18:01	1	Kageboshi	['2990']	['2793']	['×1']	['×8']
590	2018-01-14 08:18:01	1	Kageboshi	['2736']	['2990']	['×1']	['×2']
591	2018-01-14 08:18:01	1	Kageboshi	['8609']	['2793']	['×1']	['×2']
592	2018-01-14 08:18:01	1	Kageboshi	['2793']	['8335']	['×2']	['×1']
593	2018-01-14 08:18:01	1	Kageboshi	['2793']	['2857']	['×2']	['×1']
594	2018-01-14 08:17:18	1	TWittySeal	['2815']	['2793']	['×1']	['×1']
595	2018-01-14 08:17:18	1	TWittySeal	['2709']	['2612']	['×1']	['×1']
596	2018-01-14 08:17:18	1	TWittySeal	['2631']	['2592']	['×1']	['×1']
597	2018-01-14 08:17:18	1	TWittySeal	['9085']	['2592']	['×1']	['×1']
598	2018-01-14 08:17:18	1	TWittySeal	['2698']	['2592']	['×1']	['×1']
599	2018-01-14 08:17:18	1	TWittySeal	['3857']	['2592']	['×1']	['×1']
600	2018-01-14 08:17:18	1	TWittySeal	['2722']	['2592']	['×1']	['×1']
601	2018-01-14 08:17:18	1	TWittySeal	['9084']	['2592']	['×1']	['×1']
602	2018-01-14 08:17:18	1	TWittySeal	['2707']	['2592']	['×1']	['×2']
603	2018-01-14 08:17:18	1	TWittySeal	['2706']	['2592']	['×1']	['×1']
604	2018-01-14 08:17:18	1	TWittySeal	['9086']	['2592']	['×1']	['×1']
605	2018-01-14 08:16:48	1	Nezza	['2990']	['2793', '9060']	['×1']	['×2', '×1']
606	2018-01-14 08:16:48	1	Nezza	['2990']	['2985']	['×1']	['×3']
607	2018-01-14 08:16:48	1	Nezza	['2990']	['8617', '2985']	['×1']	['×1', '×1']
608	2018-01-14 08:16:48	1	Nezza	['9052']	['8617', '2985']	['×1']	['×1', '×1']
609	2018-01-14 08:16:48	1	Nezza	['2990']	['2793', '9063']	['×1']	['×2', '×1']
610	2018-01-14 08:16:48	1	Nezza	['2794']	['3250']	['×1']	['×1']
611	2018-01-14 08:16:48	1	Nezza	['9052']	['2985']	['×1']	['×2']
612	2018-01-14 08:16:48	1	Nezza	['2985']	['9063']	['×1']	['×1']
613	2018-01-14 08:16:48	1	Nezza	['2985']	['9060']	['×1']	['×1']
614	2018-01-14 08:16:48	1	Nezza	['2985']	['9052']	['×1']	['×1']
615	2018-01-14 08:16:48	1	Nezza	['9060']	['2793', '2990']	['×1']	['×1', '×1']
616	2018-01-14 08:16:48	1	Nezza	['9060']	['2793', '9052']	['×1']	['×1', '×1']
617	2018-01-14 08:16:48	1	Nezza	['9060']	['2985']	['×1']	['×2']
618	2018-01-14 08:16:48	1	Nezza	['9052']	['2793', '2990']	['×1']	['×2', '×1']
619	2018-01-14 08:16:42	6	SparkyMKII	['2592']	['2613']	['×1']	['×2']
620	2018-01-14 08:16:18	1	SpeedyVW	['3312']	['2793']	['×1']	['×1']
621	2018-01-14 08:16:18	1	SpeedyVW	['2593']	['2592']	['×16']	['×7']
622	2018-01-14 08:16:18	1	SpeedyVW	['3170']	['2793']	['×1']	['×2']
623	2018-01-14 08:16:18	2	SpeedyVW	['3118']	['2793']	['×1']	['×1']
624	2018-01-14 08:16:18	1	SpeedyVW	['8852']	['2793']	['×1']	['×1']
